date,Alabama,Alaska,Arkansas,Arizona,California,Colorado,Conneticut,District Of Columbia,Delaware,Florida,Georgia,Hawai,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Lousiana,Masachusets ,Maryland,Maine,Michigan,Minnesota,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvenia,Rhode Island,South Carolina,South Dakota,Tennesse,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming
6-May-20,8691,373,3607,9706,60701,17830,30690,5461,5778,38001,30175,625,10401,2158,68228,21865,5734,5927,30397,72024,28163,1253,45052,8577,9056,8416,456,12756,1322,6667,2741,131846,4287,5631,324047,21574,4197,2915,51834,10296,6935,2777,13929,34246,5599,20264,908,15904,8899,1272,479
7-May-20,9046,375,3692,9944,62373,18371,31498,5654,5939,38828,30708,627,11052,2178,70869,22499,6144,6120,30650,73721,29373,1329,45641,9363,9289,8681,456,13390,1370,7067,2843,133635,4490,5718,327538,22129,4325,2987,52903,10530,7139,2904,14091,35384,5727,21576,915,16230,9215,1293,483
8-May-20,9384,378,3745,10526,64567,18827,32109,5899,6111,39196,31292,627,11447,2205,73756,23144,6498,6285,30853,75333,30459,1373,46322,10085,9431,9089,458,13866,1424,7695,2946,135454,4660,5721,330476,23015,4416,3066,54226,10779,7364,3143,14436,36607,5928,22346,917,16387,9590,1321,490
9-May-20,9668,379,3745,10960,66799,19371,32738,6102,6280,39998,31823,630,11666,2230,76081,23730,6748,6436,31406,76743,31534,1407,46754,10785,9613,9366,459,14358,1463,8091,3011,137085,4759,6069,333191,23688,4479,3157,55304,10989,7528,3391,14763,37856,6107,23196,920,16672,9938,1345,495
10-May-20,9889,380,4007,11118,67995,19697,33254,6272,6447,40593,32658,631,11958,2230,77733,24122,6979,6436,31590,77793,32587,1435,47135,11265,9789,9498,459,14757,1489,8171,3071,138532,4844,6135,335464,24076,4577,3224,56597,11274,7649,3515,14983,38842,6253,24080,926,16890,10217,1357,504
11-May-20,10164,382,4038,11379,69417,19875,33492,6389,6555,40979,33268,633,12363,2260,79002,24620,7113,6672,31805,78462,33373,1461,47544,11794,9863,9673,460,15036,1515,8390,3159,139945,5034,6158,337124,24771,4603,3282,57141,11441,7780,3612,15541,39842,6369,25066,926,17120,10418,1366,510
12-May-20,10468,384,4161,11735,71038,20152,34070,6485,6741,41884,33680,634,12899,2293,83016,25117,7302,6849,32035,79332,34061,1476,48017,12488,9952,9906,462,15344,1570,8531,3239,140743,5160,6300,338554,25250,4725,3350,57976,11614,7902,3661,16107,41015,6442,25798,927,17326,10610,1375,512
13-May-20,10699,384,4235,12175,73093,20467,34605,6584,6952,42388,34125,637,13277,2324,84686,25470,7492,7065,32620,80497,34812,1514,48390,12914,10088,10089,463,15816,1645,8908,3299,141490,5300,6494,340730,25719,4851,3407,58695,11835,8026,3729,16368,42352,6622,26745,931,17509,10902,1402,523
14-May-20,11094,388,4365,12673,74920,20830,35229,6736,7214,43209,34587,637,13658,2351,87929,26047,7702,7212,33420,82182,35903,1564,49579,13432,10257,10469,463,16505,1712,9241,3382,142704,5434,6593,343120,26355,4959,3474,59633,12016,8189,3790,16696,43777,6754,27810,931,17771,11274,1426,529
15-May-20,11387,388,4462,13168,76959,21224,35847,6871,7366,44134,35077,637,14038,2388,90359,26650,7907,7433,33739,83421,36984,1601,50076,14236,10401,10799,467,17130,1761,9607,3464,143905,5584,6758,345882,26951,5082,3532,60622,12219,8401,3885,16968,45113,6914,28672,933,17950,11684,1452,541
16-May-20,11671,388,4576,13631,78795,21624,36446,7042,7537,44810,35349,637,14321,2417,92447,27274,7990,7672,34117,84933,37957,1646,50495,14968,10620,11113,469,17977,1847,10050,3556,145089,5584,6835,348301,27471,5237,3606,61610,12434,8658,3956,17285,46911,7073,29680,933,18287,12185,1452,559
17-May-20,11768,397,4758,13937,80175,21927,37209,7123,7670,45585,35528,638,14643,2417,94182,27765,8041,7672,34432,86010,38804,1682,51138,15666,10738,11286,469,18512,1897,10171,3596,146334,5623,6903,350190,27921,5308,3618,62233,12674,8811,3985,17383,47687,7239,30384,940,18431,12541,1479,566
18-May-20,12078,400,4812,14170,81912,22196,37883,7270,7870,46436,36071,638,14948,2453,96473,28245,8394,7915,34709,87052,39762,1711,51907,16370,10888,11422,471,19019,1927,10457,3652,148039,6090,6903,351440,28446,5395,3680,63050,12795,8934,4024,18003,48577,7384,31137,940,18608,12685,1481,577
19-May-20,12374,400,4922,14566,83870,22475,38212,7434,8037,46940,36706,639,15291,2476,98018,28702,8414,8047,35038,87925,41545,1740,52346,17026,11018,11701,472,19699,1992,10685,3721,149009,6187,7153,352914,28947,5487,3721,63666,12951,9050,4082,18365,49771,7529,32136,943,18808,12883,1504,775
20-May-20,13049,402,5002,14897,86092,22796,38814,7551,8194,47470,37401,640,15525,2505,100410,29269,8619,8162,35316,88970,42317,1818,52996,17666,11221,11961,479,20124,2078,10947,3721,150399,6313,7153,354439,29430,5532,3794,64408,13356,9172,4174,18530,51035,7718,32900,944,18969,13408,1538,787
21-May-20,13410,402,5456,15315,88324,23178,39009,7788,8386,48671,38234,642,15949,2533,102681,29930,8678,8284,36490,90084,43530,1876,53494,18199,11339,12220,479,20855,2188,11249,3935,151463,6468,7493,356527,30166,5678,3812,65382,13571,9378,4246,18963,52080,7874,34131,950,19115,13883,1589,800
22-May-20,13670,404,5610,15607,90778,23485,39452,7893,8529,49447,39021,642,16405,2595,105441,30404,9035,8421,36808,90889,44424,1947,53901,19004,11555,12615,479,21613,2267,11492,4014,152600,6621,7501,358223,30794,5849,3860,66249,13736,9636,4352,19036,53407,8060,34947,952,19264,14394,1612,802
23-May-20,14152,408,5772,16039,92664,23954,39807,7966,8690,50127,39572,643,16792,2626,107792,30893,9048,8567,36979,91662,45495,1971,54361,19843,11747,12997,483,22715,2315,11791,4089,153087,6791,7782,359995,31407,5955,3884,66979,13952,9895,4464,19437,54466,8260,35722,956,19584,14875,1705,813
24-May-20,14507,408,5920,16339,94449,24157,40255,8110,8809,50866,40362,643,17208,2626,110295,31369,9052,8567,37072,92675,47150,1988,54676,20573,11979,13249,483,23211,2364,11942,4149,154154,6939,7899,361584,31909,6033,3922,67707,14065,10092,4559,19753,55306,8396,36243,956,19827,15276,1744,837
25-May-20,15194,409,6028,16560,96673,24248,40649,8225,8965,51745,41187,643,17544,2626,112008,31706,9077,8567,37710,93271,47684,2000,54878,21312,12157,13453,483,23930,2402,12168,4197,155092,7022,7974,362833,32473,6088,3945,68181,14065,10177,4582,20200,55929,8524,37724,962,20064,15583,1761,843
26-May-20,15648,411,6177,16782,99851,24542,40977,8334,9066,52254,42295,643,17652,2698,113185,32067,9280,8948,38044,93693,47684,2107,55083,21959,12281,13720,483,24112,2420,12423,4231,155781,7128,8076,363905,33002,6134,3964,68633,14210,10415,4649,20555,56559,8616,39332,967,20180,15860,1783,850
27-May-20,16029,412,6277,17261,101877,24766,41060,8406,9096,52633,44588,643,18253,2730,114305,32424,9398,9073,38486,94220,48423,2135,55513,22460,12487,14038,485,24623,2437,12786,4286,156628,7250,8137,365034,33436,6224,4034,69417,14352,10622,4702,20922,57918,8715,40243,971,20405,16461,1783,860
28-May-20,16553,425,6531,17763,104014,25121,41341,8492,9171,53285,45265,646,18498,2767,115832,33057,9435,9178,38790,94895,49708,2187,56013,22944,12668,14366,489,25409,2479,13052,4389,157815,7360,8232,366802,33913,6268,4082,70042,14494,10788,4783,21289,59770,8951,41398,973,20760,16972,1901,876
29-May-20,17031,430,6776,18465,106651,25612,41536,8538,9236,54496,45855,648,18791,2767,117450,33551,9763,9456,39564,95512,50987,2223,56553,23527,12787,14786,497,26487,2518,13438,4389,158832,7488,8370,368353,34563,6336,4130,70734,14635,11131,4862,22080,60979,9282,42527,975,21069,17704,1941,891
30-May-20,17358,434,7010,19255,110136,26098,41793,8717,9422,55421,46332,651,19135,2838,118912,33551,9763,9693,39564,96301,52015,2278,56883,24183,12956,15202,509,27669,2552,13688,4551,159606,7622,8515,369729,35029,6418,4185,71415,14819,11829,4954,22562,62329,9282,43604,977,21347,18227,1968,897
31-May-20,17849,460,7252,20119,112703,26378,41967,8801,9498,56161,47079,651,19481,2839,120257,34569,9763,9693,39899,97005,52715,2320,57391,24846,13136,15484,519,27669,2575,13880,4650,159659,7688,8612,370839,35508,6418,4243,71924,14928,11859,4988,22560,64279,9336,44600,981,21694,18400,1995,903
1-Jun-20,18246,467,7442,20123,115207,26577,42498,8857,9605,56828,47889,651,19682,2905,121232,34820,10052,10031,40321,100797,53326,2345,57528,25204,13317,15728,523,29251,2624,14131,4684,160139,7795,8707,371780,35978,6526,4301,72280,14991,12143,5029,23100,64871,10017,45391,983,21976,18538,2009,910
2-Jun-20,18427,487,7815,21249,117521,26785,42727,8886,9685,57447,48394,652,19947,2932,122841,35234,10071,10169,40727,101178,54171,2374,57728,25500,13567,16014,527,29875,2646,14402,4748,161545,8020,8719,373109,36346,6689,4334,72890,15112,12412,5060,23840,66554,10233,46222,988,22155,18917,2036,912
3-Jun-20,18553,505,8062,22220,119846,27058,42843,9016,9712,58762,49011,653,20010,2989,123820,35704,10224,10405,41108,101592,54981,2415,58011,25867,13762,16309,529,30770,2679,14671,4794,162068,8136,8873,374154,36791,6804,4398,73404,15219,12647,5154,24249,68228,10541,46895,990,22481,19394,2066,915
4-Jun-20,18766,513,8422,22753,122995,27359,42997,9120,9746,60182,49987,655,20699,3053,124749,36089,10224,10701,41528,102059,55858,2445,58241,26272,14047,16554,543,31852,2706,14923,4874,162529,8349,9129,375202,37279,6904,4473,73935,15325,12996,5239,24605,69842,10854,47845,1025,22727,19889,2088,921
5-Jun-20,19073,524,8651,24331,126313,27615,43215,9199,9773,61487,50748,664,21086,3111,125903,36573,10431,10972,41985,102556,56760,2481,63533,26979,14246,16764,545,33247,2745,15186,4951,163320,8669,9279,376277,37756,7003,4569,74385,15441,13441,5269,25070,71532,11330,48521,1027,22991,20248,2108,932
6-Jun-20,19709,536,9101,25451,128965,27846,43562,9269,9845,62758,51343,673,21427,3138,126883,36992,10431,11276,42480,103132,57481,2523,63971,27499,14434,17033,546,34612,2816,15351,5017,163857,8797,9506,377385,38108,7060,4661,75086,15441,13914,5362,25599,73468,11859,49380,1046,23441,20571,2127,938
7-Jun-20,20166,544,9424,26889,131348,27999,43699,9332,9942,63934,51905,675,21600,3138,127744,37388,10465,11276,42807,103436,57969,2570,64395,27883,14543,17268,551,35530,2861,15443,5042,164166,8937,9647,378166,38475,7150,4804,75589,15441,14284,5431,25886,74892,11921,50403,1063,23728,20834,2133,946
8-Jun-20,20590,563,9736,27677,133884,28178,43820,9389,9972,64901,52773,676,21907,3188,128406,37611,10680,11463,43038,103606,58397,2588,64673,28221,14720,17754,554,36357,2879,15565,5078,164450,9059,9784,378868,38834,7204,4918,75942,15642,14796,5464,26426,75545,12384,51225,1075,24039,21033,2151,957
9-Jun-20,21071,573,10076,28296,136863,28342,43891,9474,10020,65998,53422,682,22170,3220,129204,38024,10680,11697,43599,103885,58902,2606,64982,28519,14900,18107,560,37090,2901,15698,5131,164778,9104,10039,379551,39158,7361,4988,76435,15691,15220,5516,27061,77488,12630,51720,1083,24353,21308,2167,969
10-Jun-20,21626,593,10366,29852,139736,28495,44043,9537,10056,67370,54115,685,22502,3259,129829,38332,10846,11872,44013,104156,59463,2636,65180,28865,15183,18480,568,38168,2941,15839,5177,165280,9248,10155,380225,39572,7479,5059,76843,15756,15758,5596,27407,79936,12893,52160,1094,24628,21593,2183,979
11-Jun-20,22474,610,10814,31263,143238,28643,44168,9589,10065,69069,55143,692,22775,3301,130597,38743,10846,11934,44446,104667,60197,2667,65405,29312,15387,18480,571,39473,2980,16130,5207,165725,9365,10462,380961,39992,7626,5235,77312,15862,16437,5658,27886,81750,13341,52635,1110,24779,21921,2207,1008
12-Jun-20,23333,625,11546,32918,146999,28819,44399,9654,10173,70970,56044,706,23161,3351,131189,39146,11081,12162,44966,105059,60613,2720,65667,29792,15580,19087,581,41245,3016,16334,5249,166094,9523,10678,381783,40422,7845,5377,77998,15947,17170,5735,28643,83841,13643,53197,1119,25171,22240,2228,1027
13-Jun-20,24220,652,12094,34458,150314,29015,44695,9709,10229,73549,56931,723,23552,3397,131861,39543,11081,12438,46214,105393,61269,2756,65826,30164,15804,19343,596,42815,3058,16454,5297,166559,9619,10987,382699,40849,8074,5535,78461,15947,17955,5826,29066,86179,14039,53858,1125,25538,22515,2253,1049
14-Jun-20,25235,661,12499,35691,152969,29127,44784,9767,10264,75566,57743,728,23897,3397,132528,39909,11081,12438,46506,105592,61698,2792,66038,30467,15977,19509,609,44108,3080,16544,5316,166848,9721,11194,383393,41148,8232,5635,78797,15947,18795,5890,29921,88097,14390,54494,1127,25832,22755,2283,1057
15-Jun-20,26272,664,12917,36705,155687,29296,44856,9799,10340,77325,58572,736,24038,3461,133002,40404,11448,12639,46945,105689,62011,2807,66070,30689,16180,19788,616,45092,3101,16674,5343,167065,9845,11277,384013,41575,8410,5819,79115,16093,19376,5920,30600,89362,14491,54872,1128,26158,22929,2291,1078
16-Jun-20,26912,676,13190,39097,159045,29429,44936,9818,10401,80108,59218,740,24158,3540,133628,40760,11448,12818,47406,105884,62415,2818,66262,30877,16408,20136,622,45874,3124,16861,5364,167396,9933,11681,384644,42007,8640,6096,79477,16164,19990,5959,31309,93177,15052,55319,1130,26530,23194,2328,1088
17-Jun-20,27312,696,13606,40924,163325,29670,45002,9847,10444,82716,60245,744,24375,3632,134181,40972,11717,12986,48048,106151,62968,2834,66494,31292,16621,20594,639,46853,3192,17052,5435,167665,10064,11851,385211,42423,8903,6218,79818,16213,20550,6043,31656,96318,15427,55761,1130,26784,23452,2355,1114
18-Jun-20,28206,708,13927,43443,167090,29899,45085,9903,10499,85926,61229,762,24734,3743,134773,41428,11717,13192,48048,106422,63221,2876,66776,31665,16901,20594,663,48185,3192,17235,5450,168085,10152,12169,385829,43123,9350,6365,80235,16269,21527,6094,32305,99827,15988,56227,1135,27182,23875,2397,1143
19-Jun-20,29002,721,14626,46688,170677,30185,45284,9952,10611,89748,62339,789,25158,3871,135464,41740,12103,13448,48514,106650,63506,2912,67077,32030,17196,20594,674,49806,3225,17410,5486,168461,10258,12490,386625,43726,9705,6571,80760,16337,22608,6133,33431,103298,16540,56773,1144,27599,24153,2433,1173
20-Jun-20,29549,742,15137,49798,174423,30347,45439,9984,10679,93797,63926,803,25421,4003,136100,42059,12161,13625,49384,106936,63839,2937,67524,32464,17588,20594,704,51388,3251,17519,5518,168781,10429,12897,387341,44259,10037,6748,81265,16337,23756,6223,33882,107688,17168,57405,1147,28220,24538,2481,1179
21-Jun-20,30021,753,15561,52390,177691,30535,45479,10020,10775,97270,64820,814,25884,4003,136757,42416,12197,13743,49773,107061,64129,2956,67688,32919,18000,20594,723,52791,3288,17621,5544,169103,10565,13201,388005,44806,10514,6937,81730,16337,24659,6296,34447,111552,17570,57950,1159,28673,24818,2528,1196
22-Jun-20,30453,759,16082,54586,184357,30703,45512,10058,10820,100206,66273,816,26041,4253,137217,42626,12514,13831,50233,107210,64366,2970,67932,33225,18140,22286,739,53593,3313,17771,5558,169336,10692,13581,388557,45537,10731,7082,82186,16459,25653,6324,34919,114830,18011,58416,1163,28867,25065,2548,1230
23-Jun-20,31097,759,16677,58353,190599,30891,45635,10094,10847,103485,67939,819,26336,4399,137817,42867,12547,14139,51595,107439,64734,2995,68194,33468,18572,22897,743,54442,3319,17910,5571,169638,10838,13996,389154,46127,11027,7273,82695,16533,26571,6351,35762,120359,18413,58952,1164,29383,25330,2579,1254
24-Jun-20,32064,759,17372,59973,195441,31153,45651,10128,10886,109014,69661,835,26596,4643,138532,43136,13029,14361,52477,107611,65043,3014,68550,33760,18863,23421,783,55911,3393,18037,5598,169820,10990,14358,389736,46760,11509,7443,83191,16606,27841,6418,36631,125910,18879,59494,1184,29865,25763,2611,1282
25-Jun-20,33206,784,18057,63030,200441,31478,45734,10159,10961,114017,71492,850,27051,4864,139429,43652,13108,14615,53415,107837,65429,3102,68981,34122,19367,24511,819,57126,3418,18180,5614,170159,11189,14885,390484,47650,11945,7568,83770,16640,28958,6478,37422,131883,19475,59932,1191,30366,26226,2658,1326
26-Jun-20,34180,835,18739,66458,205969,31795,45807,10185,11017,122953,73461,866,27548,5144,140288,44117,13609,14856,54769,108070,66013,3153,69323,34614,19822,25062,848,58815,3458,18354,5671,170514,11408,15358,391289,48639,12341,7817,84369,16661,30262,6534,38670,137597,20135,60563,1193,30855,26747,2712,1368
27-Jun-20,35077,835,19307,70051,209956,32022,45954,10216,11091,132495,75260,872,27930,5318,141074,44572,13645,15165,54769,108443,66450,3153,69677,35032,20260,25522,871,60537,3458,18600,5716,170816,11618,16339,391992,49453,12640,8094,84990,16661,31850,6622,39404,143338,20699,61239,1200,31404,27286,2759,1392
28-Jun-20,35430,876,19813,73908,214507,32303,46051,10248,11222,141072,77316,898,28424,5318,141720,44929,13839,15230,56234,108667,66777,3190,69944,35549,20287,25890,881,62140,3495,18721,5747,171091,11808,17156,392608,50307,12939,8340,85485,16661,33221,6676,39404,148703,21288,61724,1202,31751,27740,2812,1417
29-Jun-20,37174,900,20251,74533,222053,32510,46157,10292,11376,146338,80156,900,28723,5750,142454,45223,14495,15344,57056,108750,67253,3222,70219,35857,21022,26566,937,63478,3539,18863,5760,171192,11981,17894,392989,51046,13167,8484,85986,16764,34546,6712,41384,152987,21767,62179,1208,32252,28058,2845,1449
30-Jun-20,38045,932,20774,79205,230359,32713,46309,10327,11479,152422,82086,917,28941,6116,143182,45593,14528,15622,58095,108882,67558,3290,70725,36299,21644,27247,985,64668,3576,19003,5782,171550,12147,18456,393496,51790,13751,8656,86604,16813,36297,6763,42557,159939,22372,62774,1208,32823,28657,2885,1486
1-Jul-20,38962,967,21197,84092,237008,33026,46363,10365,11510,158997,84967,909,29290,6370,144011,45952,15059,15842,60178,109142,67918,3323,71089,36716,22024,27900,1016,66496,3615,19135,5802,171841,12276,19101,394248,52866,14113,8931,87240,16853,37809,6825,44271,168025,22818,63200,1210,33435,29199,2932,1517
2-Jul-20,40111,967,22074,87424,247249,33352,46435,10390,11731,169106,88481,929,29965,6592,144068,46387,15059,16079,61561,109338,68423,3326,71678,37210,22398,28769,1105,68136,3657,19287,5821,172259,12519,19732,395021,52866,14540,9294,88072,16941,39587,6893,45881,175941,23375,63733,1227,34151,29738,3006,1550
3-Jul-20,41864,1044,22617,91857,250562,33610,46504,10435,11923,178589,91045,974,30354,6994,145744,46915,15059,16376,63289,109628,68961,3396,72175,37624,22780,29683,1149,70219,3722,19500,5856,172623,12775,20717,395939,55258,15065,9636,88739,16991,41413,6977,47640,183491,23942,64388,1236,34775,30315,3077,1582
4-Jul-20,42862,1088,23202,94553,252194,33864,46504,10447,12100,190052,93496,981,30922,7370,146609,47430,15059,16376,63289,109838,69337,3413,72580,37624,22887,30668,1189,71653,3779,19658,5856,172888,13062,21575,396663,56183,15645,9930,89371,16991,43260,7026,48974,191755,24637,65105,1238,35247,31053,3141,1606
5-Jul-20,43951,1115,23809,98084,256268,34063,46504,10482,12128,200111,95656,1005,31243,7733,147249,48006,15059,16376,65225,109974,69624,3422,72939,38135,23431,30898,1234,72979,3816,19760,5897,173244,13255,22418,397200,57151,15928,10230,89854,16991,44717,7061,50246,195198,25049,65742,1249,35898,31577,3260,1634
6-Jul-20,44874,1166,24246,101441,273077,34255,46748,10515,12293,206447,97728,1030,31644,8051,147861,48509,16965,17150,66325,110137,69894,3439,73261,38568,23816,31253,1271,74516,3849,19875,5913,173473,13506,22909,397718,57956,16360,10395,90304,16991,46246,7103,50955,200516,25574,66078,1251,36985,32061,3352,1675
7-Jul-20,45784,1184,24508,105094,283510,34663,46805,10569,12414,213794,101111,1053,31923,8538,148449,48816,16972,17518,68263,110338,70396,3460,73897,39132,24613,32213,1351,75871,3897,20075,5932,173708,13726,23785,398313,58905,17220,10605,91299,17154,47214,7163,52417,210536,26140,66734,1253,37416,32556,3458,1709
8-Jul-20,46962,1226,25245,108614,291350,35115,46880,10642,12462,223783,104056,1094,32387,8968,149431,49258,17697,17919,70184,110602,70861,3483,74551,39589,25189,32888,1395,77307,3970,20302,5952,173893,14017,24301,398383,60182,17894,10817,92148,17204,48770,7242,54756,220512,26857,67374,1256,37941,33154,3615,1739
9-Jul-20,49173,1269,26048,112671,300316,35524,46982,10743,12531,232718,108305,1130,33118,9428,150449,49574,17804,18245,72027,110897,71447,3495,75060,40163,25762,33591,1491,79347,4069,20459,5973,174105,14251,25033,399575,61331,18495,11184,92866,17243,50547,7335,56333,230301,27519,67987,1272,38581,33905,3877,1767
10-Jul-20,50508,1319,26800,116892,311254,36189,47057,10801,12652,244151,112216,1158,34009,9928,151757,50299,18683,18668,74636,111110,71910,3495,75684,40766,26654,34621,1618,81328,4154,20638,5991,174463,14549,25906,400358,62855,19092,11452,93876,17312,52270,7398,58146,239880,28385,68928,1277,39218,34750,3981,1790
11-Jul-20,51947,1378,27855,119930,318356,36591,47057,10801,12743,254511,114672,1200,34525,10505,152959,51073,18773,19119,76801,111396,72467,3537,76365,41570,27123,35412,1698,83778,4243,20882,6024,174785,14773,26838,401098,64214,19779,11849,94688,17312,54538,7453,59611,249309,29025,69779,1283,39218,35679,4074,1839
12-Jul-20,53587,1474,28367,122467,324444,36913,47057,10847,12804,269811,117025,1220,35004,10505,153915,51610,19028,19389,78115,111596,73109,3556,76772,42278,27438,36277,1781,85692,4334,21057,6054,175094,15027,27683,401775,65593,20235,12169,95266,17312,56485,7495,60544,256976,29629,70666,1296,40656,36448,4207,1862
13-Jul-20,55545,1539,28938,123824,333506,37241,47266,10946,12879,282435,118701,1243,35494,10902,154791,52033,20164,19652,79818,111826,73527,3563,77193,42765,27882,36665,1864,87516,4442,21284,6068,175300,15289,28514,402332,66850,20745,12437,95741,17487,58003,7520,63611,262120,30218,71638,1301,41757,36941,4315,1903
14-Jul-20,57254,1579,29729,128097,344791,37684,47287,11026,12972,291629,123956,1264,35821,11716,155500,52683,20182,20222,82049,112130,74260,3577,77861,43169,28818,37511,1968,89483,4493,21600,6096,175675,15514,29618,403244,67995,21739,12805,96670,17588,60220,7571,65050,272299,30674,72439,1305,42304,37905,4463,1950
15-Jul-20,59067,1622,30297,131354,353254,38155,47394,11076,13050,301810,127830,1292,36036,12445,156693,53370,21055,20677,84131,112347,75016,3597,78913,43741,29709,38519,1999,91265,4565,21858,6113,176012,15841,30561,404075,69312,22814,13081,97665,17640,62071,7651,67286,282339,31102,73523,1318,43046,38727,4557,1985
